證券代碼,年月,目前狀態,上市別,TESG評等公告日,採用永續報告書年度,採用永續報告書是否驗證,SASB主產業,SASB子產業,E_取得碳排相關ISO認證,E_加入國際倡議組織,E_認證_能源管理系統,E_發行綠債及永續債佔資產比%(不含金融業),E_GRI_能源管理揭露度,E_用水回收率%,E_取得用水相關國際認證,E_GRI_用水及廢水管理揭露度,E_認證_環境管理系統,E_GRI_廢棄物管理揭露度,E_GRI_生態影響揭露度,S_GRI_人權及社區關係揭露度,S_認證_資訊安全管理系統,S_GRI_資安及客戶隱私揭露度,S_認證_品質管理系統,S_GRI_員工統計揭露度,S_育嬰留停復職率%(合計),S_育嬰留停留任率%(合計),S_失能風險(三年平均),S_失能揭露,S_認證(職業安全衛生管理系統),S_GRI_員工健康及安全揭露度,S_GRI_員工多元化揭露度,G_GRI_供應鏈管理揭露度,G_GRI_氣候變遷影響揭露度,G_GRI_商業倫理揭露度,G_GRI_競爭行為揭露度,G_GRI_法遵管理揭露度,G_GRI_關鍵事件風險管理揭露度,G_3年內更換會計師事務所_換至非四大,G_3年內有非會計制度變更的財務重編,G_公司治理評鑑等級,G_董事長/總經理遭處分,G_設置永續長,E_score,S_score,G_score,Total_score
6414 樺漢,202312,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,4,0,0,0,4,0,0,4,3,4,0,0,0,4,0,4,1,3,5,4,3,4,4,4,4,4,0,4,4,4,4,3,4,4,19,32,39,31.54
6415 矽力*-KY,202312,Current ,TSE,20231101,2022,N,科技與通訊,半導體,4,5,0,0,5,5,0,4,3,4,0,4,4,4,4,4,5,3,3,0,4,4,4,4,4,4,4,4,4,4,4,1,4,4,30,43,41,39.12
6416 瑞祺電通,202312,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,4,0,4,0,0,4,5,0,4,3,0,0,4,4,4,3,4,3,5,4,4,1,0,1,0,0,0,4,4,4,4,2,4,4,24,36,27,29.7
6426 統新,202312,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,0,0,0,0,2,0,0,3,0,2,0,4,0,3,0,2,4,3,3,0,0,2,4,4,3,4,3,2,1,4,4,4,4,4,7,25,37,25.24
6438 迅得,202312,Current ,TSE,20231101,2022,N,科技與通訊,半導體,0,0,0,0,5,5,0,4,0,4,0,4,0,4,2,4,4,4,3,0,0,4,4,4,0,4,4,4,4,4,4,4,4,4,18,33,40,32.06
6442 光聖,202312,Current ,TSE,20231101,2022,N,科技與通訊,硬體,0,5,4,0,4,0,0,2,0,3,0,4,5,4,2,4,3,3,3,0,3,3,4,4,4,0,0,4,4,4,4,1,4,4,18,38,33,31.3
6451 訊芯-KY,202312,Current ,TSE,20231101,2022,Y,科技與通訊,半導體,4,5,0,0,4,0,0,4,3,4,0,4,0,4,3,4,2,1,3,0,3,4,4,4,0,2,4,4,4,4,4,4,4,4,24,32,38,32.36
6456 GIS-KY,202312,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,4,5,4,0,4,4,5,4,4,4,0,0,4,4,3,3,2,3,3,0,3,4,4,4,0,3,0,4,4,4,4,1,4,4,38,33,32,33.82
6486 互動,202312,Current ,OTC,20231101,2022,N,科技與通訊,半導體,4,0,0,0,3,5,0,4,4,3,0,4,4,4,2,4,3,3,3,4,3,3,4,4,4,2,4,4,4,4,4,3,4,4,23,41,41,36.68
6488 環球晶,202312,Current ,OTC,20231101,2022,Y,科技與通訊,半導體,0,0,0,0,4,0,0,4,3,4,0,4,0,4,4,3,2,3,3,0,0,3,4,4,4,2,4,4,4,4,4,2,4,4,15,30,40,30.2
6510 精測,202312,Current ,OTC,20231101,2022,Y,科技與通訊,硬體,0,0,0,0,4,0,0,3,4,3,0,4,0,3,4,2,2,4,3,0,4,2,4,3,3,3,3,2,1,4,4,4,4,4,14,32,35,28.82
6515 穎崴,202312,Current ,TSE,20231101,2022,N,科技與通訊,半導體,4,5,4,0,4,0,0,2,4,4,0,0,4,4,4,2,2,3,4,4,3,3,0,1,4,0,0,4,4,4,4,2,4,4,27,33,31,30.8
6531 愛普*,202312,Current ,TSE,20231101,2022,N,科技與通訊,半導體,0,0,0,0,4,0,0,4,0,0,0,0,0,4,2,4,2,4,3,0,0,3,3,4,4,0,0,4,4,4,4,3,4,4,8,25,35,24.72
6533 晶心科,202312,Current ,TSE,20231101,2022,N,科技與通訊,半導體,4,0,0,0,1,0,0,2,3,2,0,4,5,3,2,3,1,1,3,0,3,1,3,2,3,3,3,2,2,4,4,1,4,4,12,29,32,26.06
6542 隆中,202312,Current ,OTC,20231101,2022,N,科技與通訊,軟體與資訊科技服務,4,0,0,0,4,5,5,4,4,4,0,4,5,4,0,3,2,3,3,4,0,3,4,4,4,4,0,4,4,4,4,2,4,4,30,35,38,34.94
6548 長科*,202312,Current ,OTC,20231101,2022,Y,科技與通訊,半導體,5,0,0,0,3,3,0,4,0,4,0,0,0,0,2,4,3,3,5,4,3,4,3,2,4,4,4,4,4,4,4,3,4,4,19,31,41,31.92
6558 興能高,202312,Current ,TSE,20231101,2022,N,科技與通訊,硬體,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,4,0,4,0,1,3,4,4,0,0,4,4,4,4,3,4,4,0,28,35,23.94
6561 是方,202312,Current ,OTC,20231101,2021,Y,科技與通訊,電訊服務,0,0,0,0,2,0,0,3,0,0,0,0,0,0,2,3,2,3,0,4,0,2,2,2,3,3,3,2,2,4,4,4,4,4,5,18,35,21.34
6569 醫揚,202312,Current ,OTC,20231101,2022,N,科技與通訊,硬體,4,0,0,0,3,0,0,2,4,0,0,4,0,4,2,3,1,4,3,0,0,3,0,3,0,3,0,4,4,4,4,3,4,4,13,24,33,24.78
6570 維田,202312,Current ,OTC,20231101,2022,Y,科技與通訊,硬體,0,0,0,0,1,0,0,2,3,2,0,0,0,3,2,2,2,1,3,0,3,2,0,1,0,0,0,0,0,4,4,2,4,4,8,18,19,15.98
6573 虹揚-KY,202312,Current ,TSE,20231101,2022,N,科技與通訊,半導體,0,0,0,0,2,0,0,2,3,0,0,0,0,0,4,1,2,3,3,0,0,1,2,1,0,0,0,0,1,4,4,3,4,4,7,16,21,15.74
6577 勁豐,202312,Current ,OTC,20231101,2021,N,科技與通訊,半導體,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,3,3,0,0,1,2,1,3,0,0,2,2,0,4,4,4,4,0,16,24,15.2
6579 研揚,202312,Current ,TSE,20231101,2022,N,科技與通訊,硬體,4,0,0,0,3,0,0,3,3,3,0,4,0,3,2,3,4,4,1,4,4,2,2,3,3,3,0,2,2,4,4,4,4,4,16,33,33,28.92
6613 朋億*,202312,Current ,OTC,20231101,2022,Y,科技與通訊,半導體,0,0,0,0,1,5,0,3,0,2,0,0,0,4,0,4,3,4,3,0,0,4,4,1,0,4,4,4,4,4,4,2,4,4,11,26,35,25.82
6669 緯穎,202312,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,0,0,0,0,2,0,0,2,0,0,0,0,4,3,2,2,4,3,3,4,0,1,2,3,3,3,3,2,2,4,4,4,4,4,4,28,36,25.28
6674 鋐寶科技,202312,Current ,TSE,20231101,2021,Y,科技與通訊,硬體,4,5,0,0,2,0,0,3,0,3,0,4,4,3,0,3,2,3,3,0,0,2,4,3,3,4,3,2,2,4,4,3,4,4,17,28,36,28.4
6679 鈺太,202312,Current ,OTC,20231101,2022,N,科技與通訊,半導體,0,0,0,0,0,0,0,3,3,3,0,0,0,3,4,1,3,3,5,4,3,0,0,1,0,0,0,2,0,4,4,4,4,4,9,26,23,20.78
6683 雍智科技,202312,Current ,OTC,20231101,2022,N,科技與通訊,半導體,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,3,3,4,3,0,0,2,2,1,0,3,0,2,2,4,4,2,4,4,0,27,26,20.14
6684 安格,202312,Current ,OTC,20231101,2021,Y,科技與通訊,半導體,4,5,0,0,0,0,0,0,3,2,0,0,4,0,2,3,3,4,0,4,3,1,4,2,0,4,4,4,4,4,4,2,4,4,14,28,36,27.68
6689 伊雲谷,202312,Current ,TSE,20231101,2022,Y,科技與通訊,軟體與資訊科技服務,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,2,3,3,0,0,0,1,2,3,0,0,0,1,4,4,2,4,4,4,11,24,14.26
6732 昇佳電子,202312,Current ,OTC,20231101,2022,Y,科技與通訊,半導體,4,5,5,5,3,0,5,4,4,2,0,0,4,4,4,3,3,3,3,4,4,4,3,4,4,0,4,4,4,4,4,1,4,4,37,39,37,37.76
6741 91APP*-KY,202312,Current ,OTC,20231101,2022,N,科技與通訊,軟體與資訊科技服務,0,0,0,0,4,0,0,4,0,4,0,0,0,4,2,3,4,3,4,0,3,4,4,4,4,3,4,4,4,4,4,4,4,4,12,31,43,31.0
6752 叡揚,202312,Current ,OTC,20231101,2022,Y,科技與通訊,軟體與資訊科技服務,4,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,3,3,3,0,4,1,0,1,3,0,0,0,0,4,4,4,4,4,8,18,24,17.88
6761 穩得,202312,Current ,OTC,20231101,2022,N,科技與通訊,電子製造服務與原廠設計製造,4,5,4,0,4,4,0,0,3,4,0,0,0,4,2,4,1,3,3,0,4,4,3,1,4,0,0,4,4,4,4,1,4,4,28,28,30,28.76
6763 綠界科技*,202312,Current ,OTC,20231101,2022,N,科技與通訊,軟體與資訊科技服務,4,5,4,0,4,0,0,0,3,0,0,0,4,4,3,4,3,1,3,4,4,3,4,4,4,4,0,5,4,4,4,4,4,4,20,37,41,34.44
6770 力積電,202312,Current ,TSE,20231101,2022,Y,科技與通訊,半導體,5,0,0,0,3,0,0,4,3,4,0,0,0,4,4,4,4,4,4,0,4,4,4,4,4,3,0,4,4,4,4,3,4,4,19,36,38,32.68
6781 AES-KY,202312,Current ,TSE,20231101,2022,N,科技與通訊,硬體,4,5,0,0,4,0,0,4,0,4,5,4,0,4,3,4,4,4,3,0,4,4,4,4,4,4,4,4,4,4,4,2,4,4,26,38,42,36.64
6789 采鈺,202312,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,0,0,0,0,2,0,0,3,3,3,0,3,0,3,4,3,1,4,5,4,3,2,2,1,3,3,3,2,2,4,4,4,4,4,11,34,34,28.48
6823 濾能,202312,Current ,OTC,20231101,2022,Y,科技與通訊,硬體,0,0,0,0,4,0,0,3,4,2,0,4,0,3,2,1,4,3,3,0,0,2,2,2,3,3,0,2,2,4,4,4,4,4,13,24,32,24.4
6830 汎銓,202312,Current ,TSE,20231101,2022,Y,科技與通訊,半導體,0,0,0,0,1,0,0,2,0,0,5,4,0,3,0,2,2,3,3,0,0,2,3,2,3,3,3,2,2,4,4,2,4,4,8,22,33,22.82
7402 邑錡,202312,Current ,OTC,20231101,2022,N,科技與通訊,硬體,4,5,4,0,2,5,0,2,3,4,0,0,0,0,3,3,3,3,5,4,4,4,2,2,4,0,0,4,4,4,4,1,4,4,29,31,31,30.52
8016 矽創,202312,Current ,TSE,20231101,2022,Y,科技與通訊,半導體,4,0,4,0,3,0,0,0,3,0,0,4,0,4,2,4,4,4,5,4,3,3,4,4,0,2,0,4,4,4,4,1,4,4,14,41,31,30.72
8021 尖點,202312,Current ,TSE,20231101,2022,Y,科技與通訊,半導體,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,0,0,0,2,0,2,0,2,4,4,4,4,4,2,4,4,4,10,34,17.68
8028 昇陽半導體,202312,Current ,TSE,20231101,2022,N,科技與通訊,半導體,4,0,4,0,4,5,0,4,0,4,0,4,4,4,4,4,3,1,5,4,3,3,3,3,4,4,4,4,4,4,4,2,4,4,25,42,41,37.54
8046 南電,202312,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,4,0,4,0,0,0,0,0,3,0,0,0,0,0,4,0,1,3,5,4,0,0,0,0,0,0,0,0,0,4,4,4,4,4,11,17,20,16.7
8050 廣積,202312,Current ,OTC,20231101,2022,N,科技與通訊,硬體,4,0,0,0,2,5,0,3,3,3,0,4,0,3,3,3,3,4,5,0,4,2,4,3,3,2,3,4,2,4,4,3,4,4,20,35,36,31.78
8064 東捷,202312,Current ,OTC,20231101,2022,N,科技與通訊,硬體,4,5,4,0,4,5,0,4,4,4,0,4,0,0,4,2,4,3,3,0,3,3,3,4,4,3,4,4,4,4,4,2,4,4,34,29,41,34.76
8069 元太,202312,Current ,OTC,20231101,2022,Y,科技與通訊,硬體,0,0,0,0,4,0,0,4,3,4,0,4,0,4,4,3,4,4,3,0,0,4,4,3,0,3,4,4,2,4,4,4,4,4,15,34,36,30.2
8070 長華*,202312,Current ,TSE,20231101,2022,N,科技與通訊,半導體,0,0,0,0,5,0,0,4,3,4,0,0,0,4,2,4,2,1,5,4,4,4,4,2,4,0,0,4,4,4,4,4,4,4,16,34,34,29.68
8074 鉅橡,202312,Current ,OTC,20231101,2022,N,科技與通訊,硬體,4,0,0,0,3,0,0,4,3,4,0,0,0,0,2,4,2,1,5,4,3,4,2,4,4,0,0,4,4,4,4,4,4,4,18,27,36,28.26
8076 伍豐,202312,Current ,OTC,20231101,2022,N,科技與通訊,硬體,4,0,0,0,2,0,0,4,4,0,0,0,4,0,3,3,3,1,3,4,3,3,4,1,0,3,0,4,4,4,4,4,4,4,14,31,32,27.3
8086 宏捷科,202312,Current ,OTC,20231101,2022,N,科技與通訊,半導體,4,0,0,0,3,5,0,4,4,4,0,0,4,4,3,4,2,3,3,0,4,4,4,4,4,3,0,4,4,4,4,1,4,4,24,35,36,32.74
8099 大世科,202312,Current ,OTC,20231101,2022,N,科技與通訊,軟體與資訊科技服務,4,5,4,0,4,5,5,4,4,4,0,0,0,0,4,3,3,1,4,4,4,4,3,2,4,0,0,4,1,4,4,3,4,4,39,30,30,32.16
8105 凌巨,202312,Current ,TSE,20231101,2022,N,科技與通訊,硬體,0,0,0,0,2,0,0,3,0,2,5,0,5,0,0,2,1,4,3,0,0,2,3,2,0,3,0,2,1,4,4,4,4,4,12,20,28,21.12
8110 華東,202312,Current ,TSE,20231101,2022,N,科技與通訊,半導體,0,0,0,0,3,0,0,2,3,3,0,0,4,4,4,3,2,1,3,0,3,3,4,4,4,0,4,4,4,4,4,3,4,4,11,31,39,29.24
8111 立碁,202312,Current ,OTC,20231101,2022,Y,科技與通訊,半導體,4,0,0,0,0,5,0,0,4,0,0,0,0,0,4,0,2,3,5,4,4,0,0,0,0,0,0,0,0,4,4,4,4,4,13,22,20,19.08
8112 至上,202312,Current ,TSE,20231101,2022,Y,科技與通訊,電子製造服務與原廠設計製造,0,0,0,0,0,0,0,3,4,3,0,0,0,3,4,1,1,4,3,0,3,2,2,1,3,3,3,4,2,4,4,2,4,4,10,23,34,24.06
8114 振樺電,202312,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,0,0,4,0,2,0,0,3,4,2,0,0,0,0,4,2,1,4,0,4,4,1,2,1,0,2,0,2,2,4,4,4,4,4,15,22,27,22.22
8131 福懋科,202312,Current ,TSE,20231101,2022,Y,科技與通訊,半導體,0,0,0,0,4,0,0,4,3,4,0,0,4,4,2,4,1,4,0,4,3,4,4,4,4,4,4,4,4,4,4,2,4,0,15,34,38,30.96
8150 南茂,202312,Current ,TSE,20231101,2022,Y,科技與通訊,半導體,4,0,0,0,1,0,0,2,0,2,0,0,4,4,0,3,2,1,3,0,0,1,4,2,0,0,0,4,4,4,4,2,4,4,9,22,28,21.16
8163 達方,202312,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,4,0,4,0,3,5,0,4,3,4,0,0,0,4,4,3,3,4,0,0,3,4,4,4,4,4,4,4,4,4,4,2,4,4,27,29,42,33.46
8201 無敵,202312,Current ,TSE,20231101,2022,N,科技與通訊,軟體與資訊科技服務,4,0,0,0,4,0,0,3,3,2,0,4,5,4,2,4,3,4,3,0,0,4,4,4,4,4,4,4,4,4,4,2,4,4,16,37,42,33.86
8210 勤誠,202312,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,0,0,0,0,4,0,0,3,0,3,0,4,0,3,2,3,4,4,3,0,0,2,4,3,3,4,3,2,2,4,4,2,4,4,10,29,35,26.72
8213 志超,202312,Current ,TSE,20231101,2022,N,科技與通訊,硬體,0,0,0,0,4,3,0,0,3,4,0,4,0,4,2,4,2,3,4,0,3,3,3,4,4,0,0,4,4,4,4,3,4,4,14,32,35,28.82
8215 明基材,202312,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,0,0,0,0,1,0,0,2,3,2,0,3,0,0,0,1,4,3,3,0,0,2,4,2,0,2,0,0,1,4,4,3,4,4,8,20,24,18.64
8234 新漢,202312,Current ,OTC,20231101,2022,Y,科技與通訊,硬體,0,0,0,0,2,0,0,2,4,2,0,0,4,0,3,1,2,3,3,0,4,1,0,1,3,0,0,2,2,4,4,3,4,4,10,21,27,20.64
8255 朋程,202312,Current ,OTC,20231101,2022,Y,科技與通訊,半導體,4,0,4,0,3,0,0,4,0,4,0,4,0,4,4,3,4,3,5,4,3,4,4,2,0,4,0,4,4,4,4,4,4,4,19,42,34,33.44
8271 宇瞻,202312,Current ,TSE,20231101,2022,Y,科技與通訊,半導體,0,0,0,0,3,0,0,0,4,0,0,0,0,4,2,3,4,3,5,4,4,3,2,2,0,2,4,4,4,4,4,2,4,4,7,34,34,27.52
8299 群聯,202312,Current ,OTC,20231101,2022,Y,科技與通訊,半導體,4,0,0,0,2,0,0,0,3,3,0,0,4,3,4,3,2,3,3,0,3,2,2,2,3,3,3,2,2,4,4,2,4,4,12,29,33,26.44
8358 金居,202312,Current ,OTC,20231101,2022,N,科技與通訊,硬體,0,0,0,0,2,0,0,2,3,2,0,0,0,3,2,2,1,0,0,0,0,2,3,2,3,2,3,2,2,4,4,4,4,4,9,13,34,20.02
8383 千附,202312,Current ,OTC,20231101,2021,N,科技與通訊,半導體,0,0,0,0,1,0,0,2,3,3,0,4,4,3,2,3,4,3,5,4,4,2,3,3,3,3,3,4,2,4,4,2,4,4,9,41,36,31.42
1201 味全,202312,Current ,TSE,20231101,2022,Y,食品與飲料,無酒精飲料,0,0,4,0,3,0,0,0,4,3,0,0,0,4,4,4,1,4,5,4,3,3,4,2,0,2,0,5,1,4,4,3,4,4,14,36,29,27.08
1203 味王,202312,Current ,TSE,20231101,2022,Y,食品與飲料,加工食品,4,5,4,0,1,0,0,0,3,0,0,4,5,4,2,3,3,3,3,0,3,3,4,3,4,3,0,4,4,4,4,2,4,4,17,37,36,30.5
1210 大成,202312,Current ,TSE,20231101,2022,Y,食品與飲料,農產品,0,0,0,0,2,0,0,2,3,2,0,0,4,3,3,3,3,3,4,0,3,2,4,2,0,0,3,2,2,4,4,4,4,4,9,32,29,23.97
1213 大飲,202312,Current ,TSE,20231101,2022,Y,食品與飲料,無酒精飲料,4,5,4,0,3,5,0,4,4,3,0,4,4,4,4,3,3,3,3,4,0,3,4,2,0,2,0,4,4,4,4,2,4,4,32,39,30,34.13
1215 卜蜂,202312,Current ,TSE,20231101,2022,Y,食品與飲料,肉品、家禽與乳製品,4,0,0,0,3,0,0,0,3,2,0,0,0,4,3,4,4,3,5,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,12,31,44,29.01
1216 統一,202312,Current ,TSE,20231101,2022,Y,食品與飲料,無酒精飲料,4,0,0,0,3,3,0,0,3,0,0,0,4,0,4,4,2,1,5,4,3,3,0,2,0,3,0,4,4,4,4,3,4,4,13,30,32,25.33
1217 愛之味,202312,Current ,TSE,20231101,2022,Y,食品與飲料,無酒精飲料,0,5,0,0,4,0,0,0,0,0,0,4,4,4,0,4,4,4,3,0,0,3,4,4,4,3,0,4,4,4,4,1,4,4,9,34,36,26.85
1218 泰山,202312,Current ,TSE,20231101,2022,Y,食品與飲料,農產品,4,5,0,0,3,5,0,4,3,4,0,0,0,4,4,4,3,1,5,4,3,3,4,4,0,4,0,4,4,4,4,4,4,4,28,35,36,33.13
1219 福壽,202312,Current ,TSE,20231101,2022,Y,食品與飲料,農產品,4,0,0,0,2,0,0,3,4,3,0,4,0,4,4,4,3,1,3,0,4,4,2,3,0,3,4,4,4,4,4,4,4,4,16,33,38,29.23
1220 台榮,202312,Current ,TSE,20231101,2022,Y,食品與飲料,農產品,4,0,0,0,4,0,0,4,3,4,0,0,0,4,4,3,1,0,5,4,3,4,4,4,4,0,0,4,4,4,4,2,4,4,19,32,34,28.57
1225 福懋油,202312,Current ,TSE,20231101,2022,Y,食品與飲料,農產品,0,0,0,0,2,0,0,2,3,2,0,0,4,4,3,3,4,4,5,4,3,1,2,2,0,0,0,4,4,4,4,2,4,4,9,37,28,25.62
1227 佳格,202312,Current ,TSE,20231101,2022,Y,食品與飲料,加工食品,0,5,0,0,2,0,0,3,3,3,0,3,0,0,4,3,4,4,3,0,0,2,2,2,3,3,3,2,2,4,4,4,4,4,16,25,35,25.21
1229 聯華,202312,Current ,TSE,20231101,2022,Y,食品與飲料,農產品,4,0,0,0,3,0,0,4,4,2,0,0,0,4,3,2,3,3,5,4,3,3,4,4,0,0,0,4,0,4,4,2,4,4,17,34,26,26.33
1231 聯華食,202312,Current ,TSE,20231101,2022,Y,食品與飲料,加工食品,4,5,0,0,4,5,0,4,4,4,0,0,4,4,4,4,3,3,3,0,4,4,4,4,4,4,4,4,4,4,4,2,4,4,30,37,42,36.33
1232 大統益,202312,Current ,TSE,20231101,2022,Y,食品與飲料,農產品,4,0,0,0,5,5,0,4,3,4,0,0,0,4,4,4,4,3,3,0,0,4,4,4,4,4,4,4,4,4,4,2,4,4,25,30,42,32.05
1233 天仁,202312,Current ,TSE,20231101,2022,Y,食品與飲料,餐飲,4,5,4,0,3,3,0,0,3,3,0,0,0,4,2,3,1,1,0,4,3,3,3,3,0,0,0,4,4,4,4,2,4,4,25,24,29,25.81
1234 黑松,202312,Current ,TSE,20231101,2022,Y,食品與飲料,無酒精飲料,4,0,4,0,2,0,0,4,3,2,0,0,0,0,3,3,3,3,3,0,0,3,4,4,0,3,4,4,4,4,0,2,4,4,19,22,33,24.37
1235 興泰,202312,Current ,TSE,20231101,2022,Y,食品與飲料,農產品,0,0,0,0,2,0,0,3,3,3,0,4,4,3,2,2,2,3,4,0,0,2,3,2,3,3,3,2,1,4,4,4,4,4,11,29,34,24.92
1236 宏亞,202312,Current ,TSE,20231101,2022,Y,食品與飲料,加工食品,4,0,0,0,3,0,0,3,0,3,0,0,0,0,3,3,3,3,4,0,4,3,2,1,4,0,0,4,4,4,4,4,4,4,13,25,33,23.68
1256 鮮活果汁-KY,202312,Current ,TSE,20231101,2022,Y,食品與飲料,無酒精飲料,0,0,0,0,4,0,0,4,3,0,0,0,0,0,2,2,3,3,3,0,0,1,0,2,0,0,0,0,0,4,4,4,4,4,11,14,22,15.47
1259 安心,202312,Current ,OTC,20231101,2022,Y,食品與飲料,餐飲,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,0,4,3,0,4,0,1,1,2,0,2,0,2,0,4,4,4,4,4,1,18,26,15.13
1264 德麥,202312,Current ,OTC,20231101,2022,Y,食品與飲料,加工食品,0,0,0,0,1,0,0,0,4,2,0,0,0,0,2,2,1,3,0,4,4,1,3,1,0,0,0,2,0,4,4,4,4,4,7,20,23,16.87
1268 漢來美食,202312,Current ,OTC,20231101,2022,Y,食品與飲料,餐飲,4,0,4,0,3,0,0,4,3,4,0,0,0,0,4,3,1,3,3,4,3,3,4,4,4,4,0,4,4,4,4,4,4,4,22,28,40,29.74
1702 南僑,202312,Current ,TSE,20231101,2022,Y,食品與飲料,農產品,4,5,4,0,3,5,0,4,4,3,0,0,4,4,4,3,3,4,3,0,4,4,4,4,0,3,4,4,4,4,4,2,4,4,32,37,37,35.45
1737 臺鹽,202312,Current ,TSE,20231101,2022,Y,食品與飲料,加工食品,4,0,0,0,1,0,0,2,0,0,0,0,4,0,0,1,2,3,3,0,0,1,0,1,0,0,0,0,0,4,4,2,4,4,7,14,19,13.33
2723 美食-KY,202312,Current ,TSE,20231101,2022,Y,食品與飲料,餐飲,4,0,4,0,4,5,5,4,3,4,0,0,0,4,2,3,3,3,5,4,4,4,3,2,4,3,0,5,4,4,4,1,4,4,33,35,35,34.38
2727 王品,202312,Current ,TSE,20231101,2022,Y,食品與飲料,餐飲,4,0,0,0,4,5,0,4,0,0,0,0,4,0,0,3,2,1,5,4,0,3,3,4,4,4,0,4,4,4,4,1,4,4,17,25,37,26.12
2729 瓦城,202312,Current ,OTC,20231101,2022,Y,食品與飲料,餐飲,0,0,0,0,2,0,0,3,0,3,0,4,4,3,2,3,2,3,3,0,3,2,2,2,0,3,3,2,2,4,4,4,4,4,8,31,32,24.17
2732 六角,202312,Current ,OTC,20231101,2022,Y,食品與飲料,餐飲,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,2,2,3,3,0,0,1,2,1,0,2,0,2,2,4,4,4,4,4,3,15,27,14.88
2740 天蔥,202312,Current ,OTC,20231101,2022,Y,食品與飲料,餐飲,0,0,0,0,1,0,0,2,0,2,0,4,0,3,2,3,2,3,3,0,0,2,2,2,3,3,3,2,2,4,4,4,4,4,5,24,35,21.41
2752 豆府,202312,Current ,OTC,20231101,2022,Y,食品與飲料,餐飲,0,0,0,0,2,0,0,2,0,2,5,3,0,3,0,2,2,3,3,0,0,1,2,2,0,2,3,2,2,4,4,4,4,4,11,19,31,20.12
2753 八方雲集,202312,Current ,TSE,20231101,2022,Y,食品與飲料,餐飲,0,0,0,0,2,5,0,4,3,3,0,0,0,4,3,4,2,3,0,4,0,4,3,4,4,0,0,4,4,4,4,2,0,4,17,27,30,24.8
2754 亞洲藏壽司,202312,Current ,OTC,20231101,2022,Y,食品與飲料,餐飲,4,0,0,0,2,0,0,0,0,3,0,4,0,3,2,3,4,3,4,0,4,2,2,2,3,3,3,2,2,4,4,4,4,4,9,31,35,25.38
2755 揚秦,202312,Current ,OTC,20231101,2022,Y,食品與飲料,餐飲,4,0,0,0,3,0,0,0,0,0,0,0,5,0,0,3,2,3,3,0,0,1,0,2,4,0,0,0,1,4,4,1,4,4,7,17,24,16.0
2912 統一超,202312,Current ,TSE,20231101,2022,Y,食品與飲料,食品零售商與配銷商,0,0,0,0,4,0,0,3,3,3,5,4,0,3,4,2,2,3,3,0,0,2,4,4,0,3,3,2,1,4,4,2,4,4,18,27,31,25.41
2945 三商家購,202312,Current ,TSE,20231101,2022,N,食品與飲料,食品零售商與配銷商,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,3,2,3,3,0,0,3,2,2,0,0,0,4,4,4,4,3,4,4,7,19,29,18.28
3205 佰研,202312,Current ,OTC,20231101,2022,Y,食品與飲料,肉品、家禽與乳製品,0,0,0,0,1,0,0,2,3,2,0,0,0,3,4,2,2,3,3,0,0,1,2,2,0,2,3,2,0,4,0,4,4,4,8,20,25,17.78
3522 御嵿,202312,Current ,OTC,20231101,2022,Y,食品與飲料,餐飲,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,2,3,4,0,0,0,0,0,0,0,0,0,0,4,4,2,4,4,3,13,18,11.4
4205 中華食,202312,Current ,OTC,20231101,2022,Y,食品與飲料,加工食品,4,0,0,0,4,0,0,2,0,2,5,4,4,0,2,2,2,3,3,0,0,1,3,4,0,3,3,0,1,4,4,2,4,4,17,24,29,23.33
4207 環泰,202312,Current ,OTC,20231101,2022,Y,食品與飲料,加工食品,0,0,0,0,3,0,0,2,0,4,0,4,0,4,0,3,4,3,3,0,0,4,4,4,4,3,0,4,4,4,4,1,4,4,9,29,36,24.9
4419 皇家美食,202312,Current ,OTC,20231101,2022,Y,食品與飲料,餐飲,4,5,4,0,4,0,0,0,4,4,0,0,0,4,0,4,3,3,0,4,3,4,4,4,4,4,4,4,4,4,4,1,4,4,25,29,41,31.36
