證券代碼,年月,目前狀態,上市別,TESG評等公告日,採用永續報告書年度,採用永續報告書是否驗證,SASB主產業,SASB子產業,E_取得碳排相關ISO認證,E_加入國際倡議組織,E_認證_能源管理系統,E_發行綠債及永續債佔資產比%(不含金融業),E_GRI_能源管理揭露度,E_用水回收率%,E_取得用水相關國際認證,E_GRI_用水及廢水管理揭露度,E_認證_環境管理系統,E_GRI_廢棄物管理揭露度,E_GRI_生態影響揭露度,S_GRI_人權及社區關係揭露度,S_認證_資訊安全管理系統,S_GRI_資安及客戶隱私揭露度,S_認證_品質管理系統,S_GRI_員工統計揭露度,S_育嬰留停復職率%(合計),S_育嬰留停留任率%(合計),S_失能風險(三年平均),S_失能揭露,S_認證(職業安全衛生管理系統),S_GRI_員工健康及安全揭露度,S_GRI_員工多元化揭露度,G_GRI_供應鏈管理揭露度,G_GRI_氣候變遷影響揭露度,G_GRI_商業倫理揭露度,G_GRI_競爭行為揭露度,G_GRI_法遵管理揭露度,G_GRI_關鍵事件風險管理揭露度,G_3年內更換會計師事務所_換至非四大,G_3年內有非會計制度變更的財務重編,G_公司治理評鑑等級,G_董事長/總經理遭處分,G_設置永續長,E_score,S_score,G_score,Total_score
4506 崇友,202312,Current ,OTC,20231101,2022,N,資源轉化,電氣與電子設備,0,0,0,0,4,0,0,4,4,4,5,4,0,4,4,4,4,4,1,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,21,33,44,33.8
4526 東台,202312,Current ,TSE,20231101,2022,N,資源轉化,工業機械與物品,4,0,0,0,2,0,0,0,4,4,0,0,0,4,4,3,3,3,1,5,4,4,0,2,4,0,0,4,4,4,4,2,4,4,14,31,32,26.3
4532 瑞智,202312,Current ,TSE,20231101,2022,Y,資源轉化,工業機械與物品,0,0,0,0,4,0,0,4,4,4,0,4,0,4,4,4,4,3,1,0,3,4,3,4,0,3,4,4,4,4,4,1,4,4,16,34,36,29.4
4540 全球傳動,202312,Current ,TSE,20231101,2022,N,資源轉化,工業機械與物品,0,0,0,0,2,0,0,0,0,4,5,4,0,4,2,4,4,3,4,0,0,4,4,4,4,4,4,4,4,4,4,2,4,4,11,33,42,30.0
4549 桓達,202312,Current ,OTC,20231101,2022,Y,資源轉化,電氣與電子設備,4,0,0,0,5,0,0,4,4,4,0,4,0,4,4,3,4,3,2,5,3,4,4,4,4,4,4,4,4,4,4,2,4,4,21,40,42,35.1
4555 氣立,202312,Current ,TSE,20231101,2022,Y,資源轉化,工業機械與物品,0,0,0,0,1,0,0,2,0,2,0,0,0,3,3,2,4,3,1,5,3,2,2,1,3,2,0,2,2,4,4,4,4,4,5,28,30,21.9
4576 大銀微系統,202312,Current ,TSE,20231101,2022,Y,資源轉化,電氣與電子設備,4,5,5,0,3,0,0,4,5,2,0,5,0,4,3,3,4,4,5,4,4,2,4,4,0,4,0,4,4,4,4,1,4,0,28,42,29,32.6
4702 中美實,202312,Current ,OTC,20231101,2022,Y,資源轉化,化學,0,0,0,0,3,0,0,3,5,4,0,5,0,0,3,3,3,3,4,0,4,3,2,3,3,3,4,3,3,4,4,4,4,4,15,30,39,29.1
4706 大恭,202312,Current ,OTC,20231101,2022,Y,資源轉化,化學,0,0,0,0,4,0,0,3,5,2,0,5,0,3,4,2,1,4,4,0,4,2,4,4,3,0,0,3,1,4,4,3,4,4,14,33,30,26.1
4707 磐亞,202312,Current ,OTC,20231101,2022,Y,資源轉化,化學,0,0,5,0,4,0,0,4,0,4,0,0,0,0,0,4,4,3,5,4,0,4,0,3,4,4,4,4,4,4,4,3,4,4,17,24,42,29.1
4711 永純,202312,Current ,OTC,20231101,2022,Y,資源轉化,化學,4,0,0,0,4,0,0,4,0,4,5,5,0,3,0,3,2,4,5,0,4,3,4,4,3,4,4,3,3,4,4,2,4,4,21,33,39,31.8
4714 永捷,202312,Current ,OTC,20231101,2022,Y,資源轉化,化學,4,0,0,0,5,0,0,4,0,4,0,5,0,4,0,4,3,4,4,0,0,4,5,5,4,5,4,4,4,4,4,3,4,4,17,33,45,33.0
4716 大立,202312,Current ,OTC,20231101,2022,Y,資源轉化,化學,0,0,0,0,2,0,0,3,0,4,0,0,0,4,0,4,3,1,5,4,0,4,4,3,0,4,4,4,4,4,4,4,4,4,9,29,39,27.0
4720 德淵,202312,Current ,TSE,20231101,2022,Y,資源轉化,化學,0,0,0,0,4,0,0,4,0,4,0,0,0,4,3,4,3,1,4,4,0,4,3,2,0,3,0,4,4,4,4,3,4,4,12,30,32,25.4
4721 美琪瑪,202312,Current ,OTC,20231101,2022,Y,資源轉化,化學,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,1,2,1,2,0,0,3,4,2,3,4,4,3,3,4,4,3,4,4,3,17,38,21.2
4722 國精化,202312,Current ,TSE,20231101,2022,Y,資源轉化,化學,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,4,1,3,4,0,0,3,3,2,4,0,0,4,4,4,4,1,0,4,4,21,27,18.3
4739 康普,202312,Current ,TSE,20231101,2022,Y,資源轉化,化學,0,0,0,0,3,0,0,3,0,4,0,0,0,3,3,3,3,4,5,4,0,3,3,1,0,3,4,3,3,4,4,3,4,4,10,31,33,25.5
4741 泓瀚,202312,Current ,OTC,20231101,2022,Y,資源轉化,化學,4,0,0,0,3,0,0,0,0,3,0,0,0,4,4,4,4,4,2,0,0,4,0,4,0,0,0,4,4,4,4,4,4,4,10,26,32,23.6
4755 三福化,202312,Current ,TSE,20231101,2022,Y,資源轉化,化學,4,0,0,0,0,0,0,0,0,0,0,0,5,0,3,2,3,3,4,4,4,0,0,3,4,3,0,4,4,4,4,1,0,4,4,28,31,22.0
4763 材料-KY,202312,Current ,TSE,20231101,2022,Y,資源轉化,化學,0,0,0,0,2,0,0,0,0,2,0,0,0,0,4,1,2,3,4,0,0,1,2,2,3,2,0,0,1,4,4,4,4,4,4,17,28,17.5
4764 雙鍵,202312,Current ,TSE,20231101,2022,Y,資源轉化,化學,0,0,0,0,1,0,0,0,0,3,5,5,0,3,0,1,4,3,4,0,0,1,4,2,0,3,4,3,1,4,4,3,4,4,9,25,32,23.0
4766 南寶,202312,Current ,TSE,20231101,2022,Y,資源轉化,化學,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,3,4,0,0,0,0,0,0,0,0,0,0,4,4,3,4,4,0,12,19,11.2
4767 誠泰科技,202312,Current ,OTC,20231101,2022,Y,資源轉化,化學,0,0,0,0,2,0,0,3,5,4,0,0,0,0,3,1,2,3,0,4,4,2,0,2,0,2,0,0,0,4,4,3,4,4,14,19,23,19.1
4768 晶呈科技,202312,Current ,OTC,20231101,2022,Y,資源轉化,化學,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,3,4,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,0,13,20,11.9
5426 振發,202312,Current ,OTC,20231101,2022,N,資源轉化,工業機械與物品,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,2,4,0,4,0,0,2,3,3,0,0,0,3,3,4,4,2,0,4,5,15,23,15.2
5443 均豪,202312,Current ,OTC,20231101,2022,N,資源轉化,電氣與電子設備,4,0,0,0,3,0,0,3,5,2,0,0,0,0,4,4,4,3,1,0,4,2,4,3,0,4,0,4,4,4,4,2,4,4,17,26,33,26.1
5457 宣德,202312,Current ,OTC,20231101,2022,N,資源轉化,電氣與電子設備,5,0,0,0,3,0,0,0,0,0,0,0,5,0,4,3,2,3,5,4,4,1,3,2,0,0,0,4,4,4,4,1,4,4,8,34,27,23.4
6126 信音,202312,Current ,OTC,20231101,2022,N,資源轉化,電氣與電子設備,0,0,0,0,3,5,0,4,5,3,0,0,0,0,4,3,1,4,4,0,4,2,0,2,0,3,4,5,4,4,4,4,4,4,20,22,38,27.8
6215 和椿,202312,Current ,TSE,20231101,2022,N,資源轉化,電氣與電子設備,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,2,3,2,0,0,1,2,1,0,3,0,3,3,4,4,3,4,4,3,12,29,16.1
6220 岳豐,202312,Current ,OTC,20231101,2022,N,資源轉化,電氣與電子設備,0,0,0,0,3,0,0,4,5,4,0,0,0,3,0,3,3,3,2,0,0,3,3,2,3,2,4,3,3,4,4,4,4,4,16,20,37,25.6
6282 康舒,202312,Current ,TSE,20231101,2022,Y,資源轉化,電氣與電子設備,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4,1,3,4,0,0,4,4,4,4,4,0,4,4,4,4,3,4,4,8,24,39,25.2
6409 旭隼,202312,Current ,TSE,20231101,2022,Y,資源轉化,電氣與電子設備,0,0,0,0,3,0,0,3,0,4,5,5,0,3,0,3,2,3,0,4,0,3,4,3,0,3,4,3,3,4,4,3,4,4,15,27,35,26.6
6506 雙邦,202312,Current ,OTC,20231101,2022,N,資源轉化,化學,0,0,0,0,5,0,0,4,0,4,5,5,5,4,0,3,4,4,4,0,0,4,5,5,4,4,4,4,3,4,4,1,4,4,18,38,41,33.2
6509 聚和,202312,Current ,OTC,20231101,2022,Y,資源轉化,化學,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,4,1,4,0,4,3,0,3,0,3,0,3,3,4,4,2,4,4,0,25,30,19.5
6556 勝品,202312,Current ,OTC,20231101,2022,N,資源轉化,電氣與電子設備,0,0,0,0,1,0,0,3,0,2,0,0,0,0,0,2,3,1,5,4,4,3,3,3,0,0,0,3,3,4,4,3,4,4,6,25,28,20.5
6582 申豐,202312,Current ,TSE,20231101,2022,N,資源轉化,化學,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,4,3,3,2,0,0,4,3,4,4,0,0,4,4,4,4,3,4,4,4,23,35,22.1
6585 鼎基,202312,Current ,TSE,20231101,2022,N,資源轉化,化學,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,3,4,4,4,0,0,3,3,2,3,0,0,3,3,4,4,3,4,4,6,21,30,20.1
6664 群翊,202312,Current ,OTC,20231101,2022,N,資源轉化,工業機械與物品,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,0,9,20,10.7
6668 中揚光,202312,Current ,TSE,20231101,2022,N,資源轉化,工業機械與物品,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,3,1,3,1,4,0,3,2,0,0,0,0,0,1,4,4,3,0,4,6,20,16,14.2
6829 千附精密,202312,Current ,OTC,20231101,2022,N,資源轉化,工業機械與物品,5,0,0,0,3,0,0,0,5,0,0,0,5,0,4,3,4,4,0,4,4,1,3,2,0,0,0,4,4,4,4,1,4,4,13,32,27,24.3
8039 台虹,202312,Current ,TSE,20231101,2022,N,資源轉化,工業機械與物品,5,0,0,0,4,5,0,4,0,4,0,0,0,4,3,4,1,1,2,0,0,4,4,4,4,4,0,4,4,4,4,4,4,4,22,23,40,29.5
8103 瀚荃,202312,Current ,TSE,20231101,2022,Y,資源轉化,電氣與電子設備,4,0,0,0,4,5,0,4,0,4,0,5,0,4,0,4,3,4,2,4,0,4,5,5,4,5,4,4,4,4,4,4,4,4,21,35,46,35.2
8121 越峰,202312,Current ,OTC,20231101,2022,Y,資源轉化,電氣與電子設備,0,0,0,0,3,0,0,0,0,0,0,5,0,3,0,1,1,3,5,4,0,2,3,3,0,0,0,3,0,4,4,2,4,4,3,27,24,18.6
8182 加高,202312,Current ,OTC,20231101,2022,Y,資源轉化,電氣與電子設備,4,0,0,0,3,5,0,3,0,4,0,0,0,0,0,3,4,4,5,4,0,3,0,2,4,3,0,4,4,4,4,2,4,4,19,23,35,26.6
8289 泰藝,202312,Current ,OTC,20231101,2021,N,資源轉化,電氣與電子設備,4,0,0,0,3,5,0,4,5,4,0,0,0,4,3,4,2,1,4,0,4,4,4,4,4,4,0,4,4,4,4,3,4,4,25,30,39,32.1
8374 羅昇,202312,Current ,TSE,20231101,2022,N,資源轉化,工業機械與物品,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,3,4,4,0,1,0,3,3,3,4,3,3,4,4,2,4,4,0,18,37,20.2
8411 福貞-KY,202312,Current ,TSE,20231101,2022,N,資源轉化,容器與包裝,0,0,0,0,2,0,0,0,0,4,0,5,0,3,0,1,2,3,4,0,0,2,4,3,0,3,4,3,1,4,4,2,4,4,6,24,32,21.8
8478 東哥遊艇,202312,Current ,TSE,20231101,2022,N,資源轉化,工業機械與物品,0,0,0,0,3,0,0,3,0,3,0,0,0,3,0,3,4,4,2,0,0,3,3,2,0,3,4,3,3,4,4,4,4,4,9,22,35,23.3
8996 高力,202312,Current ,TSE,20231101,2022,N,資源轉化,電氣與電子設備,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,4,4,4,0,0,2,0,2,0,2,4,3,3,4,4,3,4,4,2,16,33,18.6
9905 大華,202312,Current ,TSE,20231101,2022,N,資源轉化,容器與包裝,0,0,0,0,4,0,0,4,0,0,0,0,0,4,0,4,2,3,2,0,0,4,0,4,0,4,4,4,4,4,4,4,4,4,8,19,40,24.1
9907 統一實,202312,Current ,TSE,20231101,2022,Y,資源轉化,容器與包裝,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,2,3,4,0,0,0,0,3,0,3,0,4,4,4,4,1,4,4,3,11,31,16.6
9939 宏全,202312,Current ,TSE,20231101,2022,Y,資源轉化,容器與包裝,0,5,0,0,4,5,0,0,0,4,0,0,0,4,4,4,4,3,2,0,0,2,4,2,4,4,0,4,4,4,4,4,4,4,18,27,38,28.7
1319 東陽,202312,Current ,TSE,20231101,2022,N,運輸,汽車零件,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,2,3,4,0,0,0,2,2,3,3,4,3,3,4,4,2,4,4,3,12,36,18.48
1338 廣華-KY,202312,Current ,TSE,20231101,2022,N,運輸,汽車零件,4,4,4,0,4,0,5,0,4,0,0,4,4,4,0,4,4,3,3,0,0,4,4,3,4,4,4,4,4,4,4,2,4,4,25,34,41,33.85
1506 正道,202312,Current ,TSE,20231101,2022,Y,運輸,汽車零件,4,3,0,0,0,0,0,0,0,0,0,0,2,4,0,2,1,3,3,4,0,2,3,2,4,4,0,4,4,4,4,2,4,4,7,24,36,23.24
1522 堤維西,202312,Current ,TSE,20231101,2022,Y,運輸,汽車零件,4,3,0,0,3,0,0,4,4,4,0,4,3,4,0,4,3,1,3,0,0,3,4,3,4,2,4,4,4,4,4,4,4,0,22,29,37,29.88
1525 江申,202312,Current ,TSE,20231101,2022,N,運輸,汽車零件,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,2,2,4,0,0,0,0,1,3,0,2,0,4,4,4,4,5,4,4,0,17,34,18.19
1533 車王電,202312,Current ,TSE,20231101,2022,Y,運輸,汽車零件,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,4,0,0,0,2,0,0,0,4,4,4,4,4,4,4,0,10,30,14.6
1536 和大,202312,Current ,TSE,20231101,2022,Y,運輸,汽車零件,0,0,0,0,3,0,0,4,0,0,0,0,2,4,0,2,1,1,0,4,0,2,3,2,4,2,4,4,4,4,4,4,4,4,7,19,40,23.35
1563 巧新,202312,Current ,TSE,20231101,2022,N,運輸,汽車零件,4,4,3,0,3,0,0,0,4,0,0,4,3,0,0,2,3,3,3,0,4,3,3,4,4,4,4,4,4,4,4,4,4,4,18,28,44,31.04
1586 和勤,202312,Current ,OTC,20231101,2022,N,運輸,汽車零件,0,0,4,0,0,0,0,0,4,0,0,0,4,4,0,4,4,4,3,0,0,4,2,3,4,4,0,4,4,4,4,4,4,4,8,29,39,26.18
2101 南港,202312,Current ,TSE,20231101,2022,Y,運輸,汽車零件,4,0,4,0,2,0,0,0,0,0,0,5,2,4,0,2,1,3,3,0,0,2,2,3,4,4,4,5,4,4,4,4,4,4,10,24,44,27.32
2102 泰豐,202312,Current ,TSE,20231101,2022,N,運輸,汽車零件,4,3,0,0,3,0,0,4,4,4,0,5,2,4,4,4,2,1,3,0,0,4,4,4,4,4,4,5,4,4,4,2,4,4,22,33,43,33.38
2105 正新,202312,Current ,TSE,20231101,2022,N,運輸,汽車零件,0,0,0,0,3,0,0,4,0,0,0,4,0,4,0,4,1,4,3,0,0,3,4,3,4,4,4,4,4,4,4,4,4,4,7,27,43,26.84
2106 建大,202312,Current ,TSE,20231101,2022,N,運輸,汽車零件,4,0,0,0,4,0,0,4,0,0,0,0,3,4,0,4,4,2,3,0,0,2,3,3,4,4,0,4,4,4,4,4,4,0,12,25,35,24.74
2109 華豐,202312,Current ,TSE,20231101,2022,N,運輸,汽車零件,4,0,0,0,3,0,0,0,0,0,0,0,3,4,0,4,4,4,5,4,0,3,3,2,0,2,4,5,4,4,4,4,4,4,7,34,37,26.53
2115 六暉-KY,202312,Current ,TSE,20231101,2022,N,運輸,汽車零件,0,0,0,0,0,0,0,0,0,0,0,4,2,4,0,4,3,4,3,0,0,1,2,2,0,2,0,4,4,4,4,5,4,4,0,27,33,20.7
2201 裕隆,202312,Current ,TSE,20231101,2022,Y,運輸,汽車,4,0,0,0,0,0,0,0,4,0,0,0,3,4,4,4,1,4,5,4,0,1,0,2,0,4,4,4,4,4,4,4,0,4,8,30,34,24.52
2204 中華,202312,Current ,TSE,20231101,2022,Y,運輸,汽車,4,0,0,0,4,0,0,0,4,0,0,0,3,4,4,4,1,2,3,0,0,1,3,2,4,2,0,5,4,4,4,4,4,4,12,25,37,25.52
2206 三陽工業,202312,Current ,TSE,20231101,2022,Y,運輸,汽車,4,3,3,0,3,5,5,0,4,4,0,0,4,4,0,4,3,2,5,4,4,2,2,2,0,2,0,4,4,4,4,4,4,4,31,34,32,32.26
2207 和泰車,202312,Current ,TSE,20231101,2022,Y,運輸,汽車,4,4,3,0,4,0,0,0,4,0,0,4,4,4,4,4,2,1,5,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,19,44,43,35.61
2227 裕日車,202312,Current ,TSE,20231101,2022,N,運輸,汽車,4,4,3,0,0,0,5,0,4,0,0,0,4,4,5,4,2,2,4,4,5,3,2,2,4,0,0,4,4,4,4,2,4,4,20,39,32,30.19
2241 艾姆勒,202312,Current ,TSE,20231101,2021,N,運輸,汽車零件,4,4,3,0,3,0,0,0,4,4,0,0,4,4,0,4,3,3,5,4,4,4,3,4,4,4,0,4,4,4,4,4,0,4,22,38,36,32.1
2603 長榮,202312,Current ,TSE,20231101,2022,Y,運輸,海洋運輸,4,4,4,0,3,0,5,4,4,4,0,4,3,4,4,4,3,3,1,4,4,4,4,4,0,4,4,5,4,4,4,2,0,4,32,42,35,36.07
2605 新興,202312,Current ,TSE,20231101,2022,N,運輸,海洋運輸,5,4,4,0,4,0,5,3,4,4,0,0,4,4,4,4,1,1,5,4,4,3,0,3,4,0,4,4,4,4,4,2,4,0,33,34,33,33.29
2606 裕民,202312,Current ,TSE,20231101,2022,Y,運輸,海洋運輸,5,4,4,0,2,0,5,3,4,0,5,4,4,4,0,1,2,3,5,4,4,4,2,3,4,4,4,4,4,4,4,2,4,4,32,37,41,36.96
2607 榮運,202312,Current ,TSE,20231101,2022,N,運輸,海洋運輸,4,4,3,0,4,0,0,0,4,0,0,0,2,4,0,4,2,1,3,0,4,4,3,4,4,4,4,4,4,4,4,4,4,4,19,27,44,31.07
2608 嘉里大榮,202312,Current ,TSE,20231101,2022,Y,運輸,公路運輸,4,3,4,0,0,0,5,0,4,0,0,0,4,4,5,4,3,2,0,4,4,1,2,2,4,2,4,4,4,4,4,4,0,4,20,33,36,30.01
2609 陽明,202312,Current ,TSE,20231101,2022,Y,運輸,海洋運輸,4,3,3,0,3,0,0,4,4,4,0,0,2,4,0,0,4,1,3,0,0,0,3,2,4,4,4,4,4,4,4,4,4,4,25,17,42,29.31
2610 華航,202312,Current ,TSE,20231101,2022,Y,運輸,航空,4,4,3,0,4,0,0,0,4,5,0,0,3,4,0,2,3,3,3,0,4,2,3,4,4,4,0,4,4,4,4,4,0,4,24,27,36,29.55
2615 萬海,202312,Current ,TSE,20231101,2022,Y,運輸,海洋運輸,4,4,3,0,4,0,0,4,4,5,5,0,4,4,4,4,3,3,1,4,4,4,4,2,4,4,4,4,4,4,4,4,0,4,33,39,38,36.69
2617 台航,202312,Current ,TSE,20231101,2022,N,運輸,海洋運輸,4,4,4,0,4,0,5,0,4,0,0,0,4,4,0,4,4,3,5,4,4,4,4,4,4,4,0,4,4,4,4,2,4,4,25,40,38,34.42
2618 長榮航,202312,Current ,TSE,20231101,2022,Y,運輸,航空,4,4,4,0,3,0,0,4,4,5,0,4,2,4,0,4,1,1,3,0,0,3,4,4,4,4,4,4,4,4,4,2,4,4,28,26,42,32.88
2633 台灣高鐵,202312,Current ,TSE,20231101,2022,Y,運輸,鐵路運輸,4,0,4,0,3,0,0,4,0,5,0,0,3,0,5,2,2,1,5,4,4,4,0,2,4,0,0,4,4,4,4,5,4,4,20,30,35,28.75
2636 台驊控股,202312,Current ,TSE,20231101,2022,N,運輸,空運與物流,0,0,0,0,3,0,0,3,0,4,0,0,0,0,0,4,2,2,3,0,0,3,4,3,4,2,4,4,4,4,4,5,4,4,10,18,42,24.8
2637 慧洋-KY,202312,Current ,TSE,20231101,2022,N,運輸,海洋運輸,4,3,0,0,3,0,0,4,4,0,0,4,3,4,0,4,1,1,3,0,4,4,4,4,0,4,0,4,4,4,4,2,4,4,18,32,34,28.3
2640 大車隊,202312,Current ,OTC,20231101,2020,N,運輸,公路運輸,5,4,4,0,2,0,0,3,4,4,0,0,3,4,4,2,3,2,3,0,4,3,1,4,0,4,4,4,4,4,4,4,4,4,26,29,40,32.33
2641 正德,202312,Current ,OTC,20231101,2022,N,運輸,海洋運輸,0,0,0,0,3,0,0,0,0,0,0,0,3,4,0,0,4,4,3,0,0,0,2,3,0,4,0,4,4,4,4,4,4,4,3,20,35,20.41
2642 宅配通,202312,Current ,TSE,20231101,2022,Y,運輸,空運與物流,4,4,4,0,4,0,5,4,4,5,0,0,4,4,0,2,4,3,3,0,4,0,3,2,4,0,0,4,4,4,4,2,0,4,34,27,28,29.63
2643 捷迅,202312,Current ,OTC,20231101,2022,N,運輸,空運與物流,0,3,0,0,3,0,0,0,0,0,0,0,4,4,0,4,1,2,0,0,0,4,0,4,4,2,0,5,4,4,4,4,4,4,6,19,39,22.64
4535 至興,202312,Current ,OTC,20231101,2022,Y,運輸,汽車零件,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,2,2,3,0,0,2,3,3,4,4,0,4,4,4,4,4,4,4,12,12,39,22.53
4543 萬在,202312,Current ,OTC,20231101,2022,N,運輸,汽車零件,4,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,4,4,3,4,4,3,1,2,0,2,4,4,4,4,4,4,0,4,8,27,32,22.87
4566 時碩工業,202312,Current ,TSE,20231101,2022,Y,運輸,汽車零件,0,0,0,0,4,0,0,3,0,4,0,0,0,4,0,2,2,2,0,4,0,3,4,4,4,0,4,4,4,4,4,4,4,4,11,21,40,25.21
5288 豐祥-KY,202312,Current ,TSE,20231101,2022,Y,運輸,汽車零件,0,0,0,0,3,0,0,3,0,4,0,4,0,4,0,2,1,4,3,0,0,2,3,3,4,2,4,5,4,4,4,4,0,4,10,23,38,24.69
5309 系統電,202312,Current ,OTC,20231101,2022,Y,運輸,汽車零件,4,0,3,0,0,0,5,0,4,0,0,0,3,4,4,4,4,4,3,0,4,1,0,2,0,4,0,4,4,4,4,2,4,4,16,31,32,26.59
5608 四維航,202312,Current ,TSE,20231101,2022,Y,運輸,海洋運輸,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,2,2,5,4,0,0,0,2,4,0,0,4,4,4,4,4,4,4,0,21,34,19.35
6279 胡連,202312,Current ,OTC,20231101,2022,Y,運輸,汽車零件,0,3,0,0,3,0,0,3,0,4,0,0,0,4,0,2,4,4,3,4,0,2,3,2,4,2,4,4,4,4,4,4,4,4,13,26,40,27.3
8367 建新國際,202312,Current ,TSE,20231101,2022,N,運輸,空運與物流,4,3,0,0,2,0,0,4,0,0,0,4,2,4,4,1,2,2,5,4,0,1,2,2,4,2,0,4,4,4,4,4,4,4,13,31,36,27.19
1707 葡萄王,202312,Current ,TSE,20231101,2022,Y,醫療保健,生物科技與製藥,0,3,0,0,0,0,0,0,4,0,0,4,0,4,4,1,3,4,3,0,0,2,2,2,0,2,0,4,4,4,4,2,4,4,7,27,30,24.27
1720 生達,202312,Current ,TSE,20231101,2022,N,醫療保健,生物科技與製藥,4,0,5,0,4,0,0,4,5,4,0,4,0,0,0,1,4,3,5,4,5,0,2,4,4,3,4,4,4,4,4,2,4,4,26,28,41,31.41
1733 五鼎,202312,Current ,TSE,20231101,2022,N,醫療保健,醫療設備與用品,0,0,0,0,3,0,0,3,0,4,0,4,0,4,4,2,4,3,4,0,4,2,3,2,4,3,0,5,4,4,4,4,0,4,10,34,34,29.68
1762 中化生,202312,Current ,TSE,20231101,2022,Y,醫療保健,生物科技與製藥,0,0,0,0,3,0,0,3,0,3,0,0,0,0,4,2,2,2,1,0,0,2,1,4,4,3,4,4,0,4,4,3,4,4,9,14,38,20.06
1777 生泰,202312,Current ,OTC,20231101,2022,N,醫療保健,生物科技與製藥,0,0,0,0,4,0,0,4,0,4,0,0,0,4,3,4,2,2,4,0,0,4,4,4,4,3,4,4,4,4,4,4,4,4,12,27,43,28.94
1789 神隆,202312,Current ,TSE,20231101,2022,Y,醫療保健,生物科技與製藥,0,0,0,0,4,0,0,4,0,4,0,4,0,4,3,2,4,4,5,4,0,2,4,2,4,0,0,4,4,4,4,3,4,4,12,36,33,30.81
1795 美時,202312,Current ,TSE,20231101,2022,Y,醫療保健,生物科技與製藥,5,0,0,0,4,0,0,4,5,4,0,4,5,0,3,4,2,2,0,4,5,4,1,2,4,3,0,4,4,4,4,1,4,0,22,34,30,30.68
1796 金穎生技,202312,Current ,OTC,20231101,2022,Y,醫療保健,生物科技與製藥,0,0,0,0,4,0,0,4,0,4,0,4,0,4,4,4,1,4,1,0,0,4,4,4,4,4,4,4,4,4,4,3,4,4,12,30,43,30.53
3118 進階,202312,Current ,OTC,20231101,2022,N,醫療保健,醫療設備與用品,4,0,0,0,4,0,0,4,0,4,0,0,0,4,4,4,3,2,4,0,0,3,4,4,4,4,4,4,4,4,4,3,4,4,16,28,43,30.19
3218 大學光,202312,Current ,OTC,20231101,2022,Y,醫療保健,健康照護提供,5,0,5,0,4,5,0,4,0,4,0,0,0,0,4,4,3,4,5,4,4,4,3,2,4,0,4,5,4,4,4,2,4,4,27,35,37,34.14
3705 永信,202312,Current ,TSE,20231101,2022,N,醫療保健,生物科技與製藥,0,0,0,0,4,5,0,4,0,4,5,5,0,4,3,4,4,2,4,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,22,34,44,34.74
4104 佳醫,202312,Current ,TSE,20231101,2022,Y,醫療保健,醫療設備與用品,0,0,0,0,2,0,0,3,0,3,0,0,0,4,4,4,4,0,4,0,0,2,4,4,4,4,4,4,4,4,4,3,4,4,8,26,43,27.69
4105 東洋,202312,Current ,OTC,20231101,2022,Y,醫療保健,生物科技與製藥,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,4,3,4,2,4,5,1,1,4,4,0,0,4,4,4,4,2,4,4,8,24,34,24.02
4106 雃博,202312,Current ,TSE,20231101,2022,N,醫療保健,醫療設備與用品,4,0,0,0,4,0,0,4,0,4,0,4,5,4,4,4,3,4,4,0,0,4,4,4,4,4,4,4,4,4,4,2,4,4,16,40,42,36.26
4114 健喬,202312,Current ,OTC,20231101,2022,N,醫療保健,生物科技與製藥,0,0,5,0,3,5,0,4,0,4,0,0,0,0,0,4,3,3,0,0,5,4,2,2,0,3,4,4,4,4,4,2,4,4,21,21,35,25.06
