證券代碼,年月,目前狀態,上市別,TESG評等公告日,採用永續報告書年度,採用永續報告書是否驗證,SASB主產業,SASB子產業,E_取得碳排相關ISO認證,E_加入國際倡議組織,E_認證_能源管理系統,E_發行綠債及永續債佔資產比%(不含金融業),E_GRI_能源管理揭露度,E_用水回收率%,E_取得用水相關國際認證,E_GRI_用水及廢水管理揭露度,E_認證_環境管理系統,E_GRI_廢棄物管理揭露度,E_GRI_生態影響揭露度,S_GRI_人權及社區關係揭露度,S_認證_資訊安全管理系統,S_GRI_資安及客戶隱私揭露度,S_認證_品質管理系統,S_GRI_員工統計揭露度,S_育嬰留停復職率%(合計),S_育嬰留停留任率%(合計),S_失能風險(三年平均),S_失能揭露(Y/N),S_失能揭露,S_認證(職業安全衛生管理系統),S_GRI_員工健康及安全揭露度,S_GRI_員工多元化揭露度,G_GRI_供應鏈管理揭露度,G_GRI_氣候變遷影響揭露度,G_GRI_商業倫理揭露度,G_GRI_競爭行為揭露度,G_GRI_法遵管理揭露度,G_GRI_關鍵事件風險管理揭露度,G_3年內更換會計師事務所_換至非四大(Y/N),G_3年內更換會計師事務所_換至非四大,G_3年內有非會計制度變更的財務重編(Y/N),G_3年內有非會計制度變更的財務重編,G_公司治理評鑑等級,G_董事長/總經理遭處分(Y/N),G_董事長/總經理遭處分,G_設置永續長(Y/N),G_設置永續長
3231 緯創,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,電子製造服務與原廠設計製造,2,3,1,0,8,0,0,0,1,5,0,0,1,1,0.5,6,54.35,85.71,0.04,N,0,1,12,5,7,1,0,0,1,3,N,1,N,1,1,N,1,Y,1
3260 威剛,202312  ,Current ,OTC,20231101,2022,Y,科技與通訊,半導體,1,0,0,0,4,0,0,5,2,5,0,2,1,0,1.5,6,50,66.67,0.05,N,0,3,12,2,2,1,3,1,1,3,N,1,N,1,4,N,1,Y,1
3264 欣銓,202312  ,Current ,OTC,20231101,2022,Y,科技與通訊,半導體,2,1,0,0,5,3.32,0,5,2,5,0,1,4,1,5.5,5,58.33,80,0.04,N,0,3,12,3,7,1,5,0,1,3,N,1,N,1,1,N,1,Y,1
3272 東碩,202312  ,Current ,OTC,20231101,2022,N,科技與通訊,硬體,2,1,0,0,3,0,0,0,2,0.5,0,1.5,0,0,0.5,2,100,100,0.04,N,0,0,1.5,2,3,0,1,0,0,1,N,1,N,1,5,N,1,Y,1
3293 鈊象,202312  ,Current ,OTC,20231101,2022,N,科技與通訊,軟體與資訊科技服務,0,0,0,0,2.5,0,0,2.5,0,2.5,0,1,1,0.5,0.5,3,60,66.67,0.24,Y,1,0,5.5,2,4.5,0.5,1.5,0.5,0.5,1.5,N,1,N,1,2,N,1,Y,1
3294 英濟,202312  ,Current ,OTC,20231101,2022,N,科技與通訊,硬體,0,0,0,0,4,0,0,1.5,2,2.5,2,2.5,0,0.5,1,1.5,60,66.67,0.04,N,0,0,4.5,3,5,0.5,1.5,0.5,0.5,1,N,1,N,1,2,N,1,Y,1
3323 加百裕,202312  ,Current ,OTC,20231101,2022,N,科技與通訊,硬體,1,1,0,0,3.5,0,0,0.5,2,1,0,0,0,0,1.5,1.5,83.33,66.67,0.04,N,0,2,5.5,1,3.5,0,0.5,0,0.5,0.5,N,1,N,1,5,N,1,Y,1
3324 雙鴻,202312  ,Current ,OTC,20231101,2022,N,科技與通訊,硬體,0,1,0,0,1.5,0,0,2,0,2.5,0,0.5,0,0.5,1.5,1.5,60,100,0.04,N,0,1,4.5,3,5,0,1,0.5,0.5,1,N,1,N,1,4,N,1,Y,1
3374 精材,202312  ,Current ,OTC,20231101,2022,Y,科技與通訊,半導體,1,0,2,0,0,49.83,0,0,1,5,0,0,0,0,2,5,59.26,100,0.06,Y,1,4,12,2,5,0,1,1,1,3,N,1,N,1,2,N,1,Y,1
3380 明泰,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,1,0,0,0,6,0,0,1,2,3,4,1,2,1,2.5,4,60,66.67,0.04,N,0,1,12,6,7,1,2,1,2,2,N,1,N,1,2,N,1,Y,1
3388 崇越電,202312  ,Current ,OTC,20231101,2022,Y,科技與通訊,半導體,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,60,66.67,0.04,N,0,0,3,1,5,0,0,0,1,3,N,1,Y,0,1,N,1,Y,1
3413 京鼎,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,半導體,0,0,0,0,3,0,0,5,1,5,0,0,0,1,1.5,6,100,87.5,0.04,N,0,2,11,3,1,0,3,1,1,3,N,1,N,1,4,N,1,Y,1
3416 融程電,202312  ,Current ,TSE,20231101,2022,N,科技與通訊,硬體,1,0,0,0,1.5,0,0,0,2,2.5,0,0,0,0.5,1.5,2,100,100,3.42,Y,1,0,2,2.5,2,0,0.5,0,0.5,0,N,1,N,1,3,N,1,Y,1
3443 創意,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,半導體,1,1,0,0,3,0,0,0,0,0,0,0,3,0,2.5,2,100,66.67,0.03,Y,1,1,0,1,4,1,0,0,1,3,N,1,N,1,1,N,1,Y,1
3447 展達,202312  ,Current ,TSE,20231101,2020,Y,科技與通訊,硬體,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,60,66.67,0,Y,1,1,0,0,0,0,0,0,0,0,N,1,N,1,7,N,1,Y,1
3479 安勤,202312  ,Current ,OTC,20231101,2022,N,科技與通訊,硬體,1,0,0,0,0.5,0,0,0,1,0,0,0,1,0,1.5,1,60,66.67,0.05,N,0,1,4,0,0.5,0,1.5,0,0.5,1.5,N,1,N,1,5,N,1,Y,1
3481 群創,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,3,2,2,0,8,93.31,0,5,1,5,0,0,1,1,0.5,6,56.27,93.79,0.02,Y,1,2,12,5,7,1,3,0,1,3,N,1,N,1,2,N,1,Y,1
3504 揚明光,202312  ,Current ,TSE,20231101,2022,N,科技與通訊,硬體,0,0,0,0,1.5,14.92,0,0.5,1,1.5,0,0,0,0,0,1.5,40.74,52.94,1.13,Y,1,0,5,0.5,1.5,0,0.5,0,0.5,0.5,N,1,N,1,4,N,1,Y,1
3515 華擎,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,60,66.67,0.04,N,0,0,1,3,4,0,0,0,1,2,N,1,N,1,4,N,1,Y,1
3529 力旺,202312  ,Current ,OTC,20231101,2022,N,科技與通訊,半導體,1,0,0,0,2.5,0,0,1.5,0,2.5,1.5,1,1,0.5,1.5,3,100,100,0,Y,1,0,5.5,1.5,4.5,0.5,1,0.5,0.5,1.5,N,1,N,1,2,N,1,Y,1
3532 台勝科,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,半導體,2,2,0,0,5,0,0,5,1,5,0,0,0,0,2.5,6,83.33,100,0,Y,1,3,12,2,1,1,3,1,1,3,N,1,N,1,2,N,1,Y,1
3533 嘉澤,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,1,1,0,0,5,0,0,0,2,5,0,0,0,1,3.5,4,60,66.67,0.04,N,0,1,11,4,5,1,0,0,1,3,N,1,N,1,3,N,1,Y,1
3545 敦泰,202312  ,Current ,TSE,20231101,2022,N,科技與通訊,半導體,0,0,0,0,2,0,0,1.5,1,1,0,0,0,0,1,2.5,50,50,0,Y,1,2,6,0.5,3,0.5,1.5,0,0.5,1.5,N,1,N,1,2,N,1,Y,1
3546 宇峻,202312  ,Current ,OTC,20231101,2022,N,科技與通訊,軟體與資訊科技服務,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60,66.67,0.04,N,0,0,0,0,0.5,0,0,0,0.5,1.5,N,1,N,1,4,N,1,Y,1
3548 兆利,202312  ,Current ,OTC,20231101,2022,N,科技與通訊,硬體,1,1,0,0,1.5,0,0,2.5,2,2.5,0,0,1,0,0.5,1.5,50,100,0.04,Y,1,2,5,0,0.5,0.5,0,0,0.5,1.5,N,1,N,1,2,N,1,Y,1
3558 神準,202312  ,Current ,OTC,20231101,2022,Y,科技與通訊,硬體,1,0,0,0,3,6.54,0,5,1,5,0,2,3,1,0.5,6,60,100,0.03,N,0,2,12,5,7,0,2,1,1,3,N,1,N,1,2,N,1,N,0
3592 瑞鼎,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,半導體,1,0,0,0,4,0,0,1,1,1,0,0,0,1,1.5,5,80,100,0.04,N,0,4,11,5,6,1,2,0,1,3,N,1,N,1,7,N,1,Y,1
3594 磐儀,202312  ,Current ,OTC,20231101,2022,N,科技與通訊,硬體,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,1.5,1.5,60,66.67,0.17,Y,1,2,2,0,2,0,0,0,0.5,0,N,1,N,1,3,N,1,Y,1
3596 智易,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,2,1,4,0,8,0,0,0,2,2,0,0,2,0,1.5,5,100,25,0,Y,1,2,10,2,8,1,3,1,1,3,N,1,N,1,3,N,1,Y,1
3605 宏致,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1.5,5,54.55,25,0.04,N,0,1,10,2,2,1,0,0,1,3,N,1,N,1,4,N,1,Y,1
3623 富晶通,202312  ,Current ,OTC,20231101,2022,N,科技與通訊,硬體,1,0,0,0,4,0,0,1.5,1,2.5,2,2.5,0,0.5,2.5,2,60,66.67,4.29,Y,1,0,3,3,5,0.5,1.5,0.5,0.5,1,N,1,N,1,3,N,1,N,0
3628 盈正,202312  ,Current ,OTC,20231101,2022,Y,科技與通訊,硬體,0,0,0,0,2,0,0,3,2,3,0,0,0,1,0.5,6,45.45,85.71,1.18,N,0,1,12,2,4,1,0,0,1,3,N,1,N,1,2,N,1,Y,1
3629 地心引力,202312  ,Current ,OTC,20231101,2021,Y,科技與通訊,軟體與資訊科技服務,0,0,0,0,2,0,0,1,1,0,3,0,0,1,0.5,3,60,66.67,0.04,N,0,0,2,4,2,0,2,1,1,1,N,1,Y,0,6,N,1,Y,1
3645 達邁,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,2,0,0,0,4,9.9,0,5,2,5,0,0,0,0,1.5,6,25,66.67,0.09,Y,1,3,10,4,2,1,1,0,1,3,N,1,N,1,6,N,1,Y,1
3653 健策,202312  ,Current ,TSE,20231101,2022,N,科技與通訊,硬體,1,0,0,0,1.5,20.42,0,2.5,2,2.5,0,0,0,0.5,3.5,3,60,66.67,0.07,Y,1,1,6,1,4,0.5,1.5,0.5,0.5,1.5,N,1,N,1,6,N,1,Y,1
3665 貿聯-KY,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,1,0,0,0,6,0,0,5,1,3,0,0,0,1,4,3,50,100,0.19,Y,1,2,11,4,8,1,3,1,1,3,N,1,N,1,1,N,1,Y,1
3669 圓展,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,2,0,0,0,6,0,0,5,2,5,0,2,0,1,1.5,6,100,100,0.04,N,0,1,9,4,5,1,3,0,2,3,N,1,N,1,3,N,1,Y,1
3673 TPK-KY,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,0,2,1,0,5,0,0,5,2,5,0,0,1,1,2.5,6,100,66.67,0.04,N,0,2,9,2,4,1,0,0,1,3,N,1,N,1,4,N,1,Y,1
3675 德微,202312  ,Current ,OTC,20231101,2022,N,科技與通訊,半導體,0,0,0,0,1.5,0,0,2.5,1,0,0,0,0,0.5,2.5,3,60,66.67,0.04,N,0,0,5.5,2,3,0.5,1,0,0.5,1.5,N,1,N,1,3,N,1,Y,1
3680 家登,202312  ,Current ,OTC,20231101,2022,Y,科技與通訊,半導體,1,0,2,0,3,37.03,0,5,1,3,0,0,1,1,0.5,5,75,33,17.94,Y,1,1,11,5,9,1,1,1,1,3,N,1,N,1,2,N,1,Y,1
3689 湧德,202312  ,Current ,OTC,20231101,2022,N,科技與通訊,硬體,0,0,0,0,2.5,0,0,0,2,0,0,0,0,0,1.5,2.5,60,66.67,0.03,Y,1,0,5,0.5,1,0.5,0,0,0.5,1.5,N,1,N,1,4,N,1,Y,1
3701 大眾控,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,電子製造服務與原廠設計製造,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,6,60,50,0.05,N,0,0,12,3,7,0,0,0,1,3,N,1,N,1,7,Y,0,Y,1
3702 大聯大,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,電子製造服務與原廠設計製造,1,0,0,0,2,0,0,1,1,1,0,0,1,1,0,6,75,75,0.04,N,0,0,7,4,6,1,2,1,1,3,N,1,N,1,1,Y,0,Y,1
3704 合勤控,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,1,1,1,0,2,0,0,3,2,3,0,0,1,1,0.5,6,79.31,85,0.12,N,0,1,12,2,6,1,5,1,1,3,N,1,N,1,2,N,1,Y,1
3706 神達,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,電子製造服務與原廠設計製造,1,0,0,0,4,0,0,3,1,4,0,0,1,1,0,6,91.67,75,0.05,Y,1,1,12,5,9,0,2,0,1,3,N,1,N,1,2,N,1,Y,1
3707 漢磊,202312  ,Current ,OTC,20231101,2022,N,科技與通訊,半導體,2,0,0,0,1.5,0,0,2.5,2,2.5,0,0.5,0,0.5,3.5,3,100,66.67,0.13,Y,1,1,6,1,3,0,3,0.5,0.5,1.5,N,1,N,1,3,N,1,Y,1
3710 連展投控,202312  ,Current ,OTC,20231101,2022,N,科技與通訊,硬體,1,0,0,0,1,0,0,2.5,1,2.5,0,1,1,0.5,1.5,2.5,60,66.67,0.05,N,0,1,5,1.5,4,0.5,1.5,0.5,0.5,1.5,N,1,N,1,3,N,1,Y,1
3711 日月光投控,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,半導體,1,2,1,1.3811,3,63.16,1,5,2,5,0,0,3,1,0,6,79.66,82.95,0.1,Y,1,3,12,2,8,1,3,1,1,3,N,1,N,1,2,N,1,Y,1
3712 永崴投控,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,1,0,0,0,5,0,0,5,1,5,0,0,0,1,0,6,50,66.67,0.62,Y,1,1,12,5,8,1,6,0,1,3,N,1,N,1,3,N,1,Y,1
3714 富采,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,半導體,1,1,0,0,8,88.06,0,5,1,5,0,2,1,1,2.5,6,160,81.33,0.04,N,0,2,12,5,9,1,3,1,1,3,N,1,N,1,1,N,1,Y,1
3715 定穎投控,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,1,0,1,0,0,2.31,1,0,2,3,0,0,1,1,4,4,100,66.67,0.59,Y,1,2,2,0,1,0,0,0,1,3,N,1,N,1,2,N,1,Y,1
4153 鈺緯,202312  ,Current ,OTC,20231101,2022,N,科技與通訊,硬體,0,0,0,0,2.5,0,0,2.5,0,1.5,0,1,0,0.5,0,2,100,66.67,0.04,N,0,0,6,3,5,0.5,3,0.5,0.5,1,N,1,N,1,4,N,1,Y,1
4770 上品,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,半導體,0,0,0,0,8,18.9,0,5,0,5,0,2,0,1,1,6,100,100,0.04,N,0,0,12,6,9,0,6,1,1,3,N,1,N,1,5,N,1,Y,1
4904 遠傳,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,電訊服務,0,2,2,0,4,0,0,1,0,3,0,1,6,1,1,6,73.75,75.47,0.04,N,0,1,8,3,6,1,0,0,1,3,N,1,N,1,1,N,1,Y,1
4906 正文,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,1,1,0,0,7,0,0,5,1,5,0,1,0,1,2,6,60,60,0.04,N,0,1,12,5,9,0,1,1,1,3,N,1,N,1,5,N,1,Y,1
4915 致伸,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,1,3,1,0,4,3.95,1,4,2,4,0,0,1,1,1.5,5,60,66.67,0.04,N,0,1,12,4,7,0,2,0,1,3,N,1,N,1,1,N,1,Y,1
4919 新唐,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,半導體,2,0,0,0,3,55.85,0,4,2,3,0,1,1,1,1,6,80,83.33,0.04,Y,1,1,11,4,5,1,1,1,1,3,N,1,N,1,3,N,1,Y,1
4927 泰鼎-KY,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,0,0,0,0,5,0,0,5,1,5,0,1,0,1,3.5,5,60,66.67,0.04,N,0,0,10,3,5,1,1,1,1,3,N,1,N,1,2,N,1,Y,1
4931 新盛力,202312  ,Current ,OTC,20231101,2021,N,科技與通訊,硬體,0,0,0,0,4,0,0,2.5,2,2.5,0,2,0,0.5,3.5,2,60,100,0.04,N,0,2,6,3,4.5,0.5,1.5,0.5,0.5,1,N,1,N,1,4,N,1,Y,1
4938 和碩,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,電子製造服務與原廠設計製造,2,2,1,0,4,0,0,1,2,4,0,0,2,1,3.5,2,60,66.67,0.05,Y,1,1,10,0,1,1,0,0,1,3,N,1,N,1,2,N,1,Y,1
4952 凌通,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,半導體,0,0,0,0,5,0,0,3,0,0,0,0,0,1,0.5,6,60,100,0.04,N,0,0,10,2,6,1,0,0,1,3,N,1,N,1,3,N,1,Y,1
4953 緯軟,202312  ,Current ,OTC,20231101,2022,N,科技與通訊,軟體與資訊科技服務,1,0,0,0,1,0,0,0.5,1,2,0,1,5,0.5,0.5,3,54.5,50,0.04,N,0,1,2.5,2.5,2.5,0.5,1.5,0.5,0.5,1.5,N,1,N,1,1,N,1,Y,1
4958 臻鼎-KY,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,1,0,0,0,6,41.62,1,5,2,5,0,1,3,1,0,5,60,66.67,0.04,Y,1,0,11,3,7,1,3,0,1,3,N,1,N,1,2,N,1,Y,1
4960 誠美材,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,3,0,0,0,3,0.44,0,5,0,5,0,0,0,0,1,6,80,71.43,0.17,Y,1,1,12,2,2,1,3,1,1,3,N,1,N,1,3,N,1,Y,1
4961 天鈺,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,半導體,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6,100,100,0,Y,1,0,2,2,6,1,0,0,1,3,N,1,N,1,3,N,1,Y,1
4966 譜瑞-KY,202312  ,Current ,OTC,20231101,2022,N,科技與通訊,半導體,0,0,0,0,2.5,0,0,2.5,0,0,0,0,0,0,0.5,3,60,66.67,0,Y,1,0,5.5,1,3,0.5,1.5,0.5,0.5,1.5,N,1,N,1,4,N,1,Y,1
4968 立積,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,半導體,1,0,0,0,3,0,0,1,2,0,0,1,0,1,0.5,5,50,100,0.04,N,0,0,7,0,4,0,2,0,1,3,N,1,N,1,3,N,1,Y,1
4979 華星光,202312  ,Current ,OTC,20231101,2022,N,科技與通訊,半導體,0,0,0,0,1,0,0,1,1,1,0,0,0,0.5,0.5,2,60,60,0.04,N,0,1,5,0,1,0,0,0,0,0,N,1,N,1,2,N,1,Y,1
4995 晶達,202312  ,Current ,OTC,20231101,2022,N,科技與通訊,硬體,0,0,0,0,2,0,0,0.5,1,0,0,0,0,0,2.5,1.5,60,66.67,0.04,N,0,0,1.5,1,1.5,0,0,0,0,0.5,N,1,N,1,3,N,1,Y,1
5202 力新,202312  ,Current ,OTC,20231101,2022,N,科技與通訊,軟體與資訊科技服務,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,2.5,60,66.67,0.04,N,0,0,1,1,0.5,0.5,0,0,0.5,1.5,Y,0,N,1,5,N,1,Y,1
5234 達興材料,202312  ,Current ,TSE,20231101,2022,N,科技與通訊,硬體,1,0,0,0,3.5,0,0,2.5,1,2.5,0,1,0,0.5,0.5,3,100,100,0.03,Y,1,2,6,1.5,4.5,0.5,2,0,0.5,1.5,N,1,N,1,4,N,1,Y,1
5263 智崴,202312  ,Current ,OTC,20231101,2022,Y,科技與通訊,硬體,0,0,0,0,1,12.5,0,2,0,1,0,0,0,1,0,6,75,100,0.04,N,0,0,12,4,1,0,5,1,1,3,N,1,N,1,2,N,1,Y,1
5269 祥碩,202312  ,Current ,TSE,20231101,2022,N,科技與通訊,半導體,0,0,0,0,1.5,0,0,0.5,0,0,0,0,1,0.5,0.5,2.5,100,66.67,0.04,Y,1,0,4.5,1.5,4,0.5,1.5,0.5,0.5,1.5,N,1,N,1,4,N,1,Y,1
5274 信驊,202312  ,Current ,OTC,20231101,2022,N,科技與通訊,半導體,1,1,0,0,2.5,0,0,2.5,0,2.5,0,1,1,0.5,0,3,60,66.67,0.04,N,0,0,6,3,4.5,0.5,3,0.5,0.5,1.5,N,1,N,1,3,N,1,Y,1
5285 界霖,202312  ,Current ,TSE,20231101,2022,N,科技與通訊,半導體,0,0,0,0,0,0,0,2.5,1,2.5,0,0,0,0.5,2.5,1.5,75,66.67,0.13,Y,1,1,0,0,1.5,0,0,0,0.5,0,N,1,N,1,5,N,1,Y,1
5287 數字,202312  ,Current ,OTC,20231101,2022,N,科技與通訊,互聯網媒體與服務,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0.5,0,3,66.67,100,0.04,N,0,0,5.5,1,0.5,0,1.5,0,0.5,1.5,N,1,N,1,2,N,1,Y,1
5289 宜鼎,202312  ,Current ,OTC,20231101,2022,Y,科技與通訊,半導體,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0.5,5,75,100,0,Y,1,1,4,4,3,0,5,1,1,3,N,1,N,1,2,N,1,Y,1
5299 杰力,202312  ,Current ,OTC,20231101,2022,N,科技與通訊,半導體,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.5,0,60,66.67,0.04,N,0,0,0,0.5,2,0.5,0,0,0,0.5,N,1,N,1,2,N,1,Y,1
5347 世界,202312  ,Current ,OTC,20231101,2022,Y,科技與通訊,半導體,1,1,3,1.6675,3,0,1,5,2,2,0,0,2,1,2.5,4,79.69,95.83,0.04,Y,1,3,12,2,9,1,0,1,1,3,N,1,N,1,1,N,1,Y,1
5351 鈺創,202312  ,Current ,OTC,20231101,2022,Y,科技與通訊,半導體,0,0,0,0,5,0,0,5,0,5,0,0,0,1,0.5,5,100,66.67,0.05,N,0,1,12,5,8,1,2,1,1,3,N,1,N,1,5,N,1,Y,1
5356 協益,202312  ,Current ,OTC,20231101,2022,N,科技與通訊,硬體,1,0,0,0,0,0,0,0,2,0,0,0,0,0,3.5,0,78,66.67,0.04,N,0,2,0.5,0,1,0.5,0,0,0,0,N,1,N,1,7,N,1,Y,1
5371 中光電,202312  ,Current ,OTC,20231101,2022,Y,科技與通訊,硬體,2,2,1,0,4,2.76,0,0,1,5,0,0,0,1,0.5,6,57.14,72.73,0.04,N,0,2,12,2,1,1,0,0,1,3,N,1,N,1,1,N,1,Y,1
5388 中磊,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,1,2,1,0,5,0,0,0,1,0,0,0,1,1,1.5,6,68,57.14,0.04,Y,1,2,11,3,7,1,3,0,2,3,N,1,N,1,4,N,1,Y,1
5425 台半,202312  ,Current ,OTC,20231101,2022,Y,科技與通訊,半導體,3,0,0,0,3,0,0,4,1,5,0,0,0,1,3.5,6,100,100,0.05,N,0,2,12,4,8,1,2,0,1,3,N,1,N,1,3,N,1,Y,1
5434 崇越,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,半導體,1,2,0,0,7,0,0,5,0,5,2,2,0,1,2,6,100,100,0.04,N,0,2,12,5,9,1,6,1,1,3,N,1,N,1,2,N,1,Y,1
5469 瀚宇博,202312  ,Current ,TSE,20231101,2022,N,科技與通訊,硬體,0,0,0,0,2.5,0,0,2.5,1,2.5,0,0.5,0,0.5,3.5,3,33.33,100,0.13,Y,1,1,6,1,1.5,0.5,1.5,0.5,0.5,1.5,N,1,N,1,4,N,1,Y,1
5471 松翰,202312  ,Current ,TSE,20231101,2022,N,科技與通訊,半導體,0,0,0,0,4,0,0,2.5,2,0.5,0,1,0,0.5,0.5,1.5,100,66.67,0.04,N,0,0,5.5,1,2,0.5,1.5,0,0.5,1.5,N,1,N,1,4,N,1,Y,1
5478 智冠,202312  ,Current ,OTC,20231101,2022,N,科技與通訊,軟體與資訊科技服務,0,0,0,0,0.5,0,0,0.5,0,0,0.5,1,0,0.5,0,2.5,60,66.67,0.04,N,0,0,5,2,3.5,0.5,1.5,0.5,0.5,1.5,N,1,N,1,2,N,1,Y,1
5483 中美晶,202312  ,Current ,OTC,20231101,2022,Y,科技與通訊,半導體,1,1,2,0,2,21.28,0,1,1,5,0,0,0,0,1.5,5,78.26,75,1.33,Y,1,2,12,1,2,1,0,0,1,3,N,1,N,1,1,N,1,Y,1
5536 聖暉*,202312  ,Current ,OTC,20231101,2022,Y,科技與通訊,半導體,1,0,2,0,3,0,0,0,1,0,0,1,0,1,0.5,6,100,100,4.18,Y,1,1,11,5,7,0,1,0,1,3,N,1,N,1,1,N,1,Y,1
6112 邁達特,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,軟體與資訊科技服務,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,100,25,0.01,N,0,0,6,0,3,0,1,1,1,3,N,1,N,1,2,N,1,Y,1
6116 彩晶,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,1,0,2,0,7,27.05,0,4,0,5,0,1,1,1,4,6,70.18,63.41,2.89,Y,1,1,11,2,4,1,6,1,1,3,N,1,N,1,2,N,1,Y,1
6117 迎廣,202312  ,Current ,TSE,20231101,2021,N,科技與通訊,硬體,1,0,2,0,0,0,0,0,1,0,0,0,0,0,2.5,0,20,66.67,1.57,Y,1,0,0,0,0,0,0,0,0,0,N,1,N,1,7,N,1,Y,1
6120 達運,202312  ,Current ,TSE,20231101,2022,N,科技與通訊,硬體,2,0,0,0,1.5,23.54,0,2.5,1,2.5,0,1.5,0,0.5,1.5,3,66.67,100,0.13,N,0,2,5.5,3,4.5,0.5,1,0.5,1,1.5,N,1,N,1,3,N,1,Y,1
6121 新普,202312  ,Current ,OTC,20231101,2022,Y,科技與通訊,硬體,2,3,1,0,4,8.26,0,3,2,4,0,1,0,0,3.5,2,100,66.67,0.04,N,0,1,9,2,8,1,2,1,1,3,N,1,N,1,2,N,1,Y,1
6128 上福,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,0,0,0,0,4,0,0,5,1,4,0,1,0,1,2.5,5,100,100,0.04,N,0,0,12,4,4,0,2,1,1,2,N,1,N,1,6,N,1,Y,1
6139 亞翔,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,半導體,0,0,0,0,8,0,0,5,1,5,0,0,0,1,0.5,6,60,50,9.02,Y,1,2,12,4,2,1,0,0,1,3,N,1,N,1,7,N,1,Y,1
6142 友勁,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,2,0,0,0,3,0,0,5,1,5,0,0,0,0,0.5,6,60,40,0.69,Y,1,1,12,1,6,1,0,0,1,3,N,1,N,1,6,N,1,Y,1
6143 振曜,202312  ,Current ,OTC,20231101,2022,Y,科技與通訊,硬體,2,0,0,0,2,0,0,3,2,0,0,0,1,0,1.5,5,80,50,0.04,Y,1,1,11,3,1,0,2,0,1,3,N,1,N,1,5,N,1,Y,1
6147 頎邦,202312  ,Current ,OTC,20231101,2022,Y,科技與通訊,半導體,1,0,0,0,3,30.26,0,5,2,5,0,0,2,1,1.5,6,63.33,86.49,0.04,N,0,2,12,4,6,1,2,0,1,3,N,1,N,1,1,N,1,Y,1
